sample.id,BirdID,TubeNumber,OriginalSampleIDUnique,FieldPeriodID,Season,SequencingRun,CatchID,OccasionID,BTO,FieldRing,CatchTerritoryID,SampleDate,SampleYear,FreezerDate3,TimeAt4Degrees,SampleType,SampleType4Way,ExtractionDate,Qubit,BirthDate,SexEstimate,SampleTime,MinutesSinceSunrise,Ageclass,AgeDays,AgeYears,EyeColour,BreedTerritoryNumber,BreedTerritoryID,BreedGroupID,Status,TQcorrected,averageTQ_SameType,TQnotes_SameType,TQFinal_SameType,FieldPeriodID_LastSeen,LastPeriodSeenDate,LastBreedYearSeen,DaysToLastSeen,DiedEver,BirthDateEstimated,SampleReads,is.negLab,is.negCollection
Sample.65.265,6188,265,265,167,Major,2,10449,13866,L921282,NO/RX,636,24/08/2018,2018,25/09/2018,32,Faecal,Faecal,13/02/2019,0.121,02/04/2014,0,17:11,671,Mature,1605,4.394,RB,86.1,636,7990,BrF,16711.75,NA,NA,16711.75,173,23/09/2019,2019,395,yes,TRUE,48962,FALSE,FALSE
Sample.66.298,6158,298,298,167,Major,2,10474,13900,L921089,YG/RX,59,04/09/2018,2018,25/09/2018,21,Faecal,Faecal,12/04/2019,0.0936,02/03/2014,1,12:02,362,Mature,1647,4.509,RB,42,59,8000,BrM,15353.45,NA,NA,15353.45,184,27/03/2023,2023,1665,no,TRUE,34252,FALSE,FALSE
Sample.67.234,6880,234,234,167,Major,2,10427,13822,Z691456,VV/YX,662,03/08/2018,2018,25/09/2018,53,Faecal,Faecal,17/05/2019,0.273,20/07/2018,1,8:45,165,Mature,14,0.038,G,137,662,7976,Immature,1368.03,NA,NA,1368.03,167,22/09/2018,2018,50,yes,TRUE,17656,FALSE,FALSE
Sample.68.71b,5292,71,71b,164,Major,2,10210,13625,V267412,NV/OX,90,21/08/2017,2017,25/09/2017,35,Faecal,Faecal,25/01/2018,0.102,23/11/2008,1,15:48,588,Mature,3193,8.742,RB,60.1,90,7819,BrM,66247.97,NA,NA,66247.97,175,15/06/2021,2021,1394,yes,TRUE,18176,FALSE,FALSE
Sample.69.318,6215,318,318,167,Major,2,10479,13904,L921223,BY/SX,1,07/09/2018,2018,25/09/2018,18,Faecal,Faecal,12/04/2019,0.28,22/05/2014,0,16:33,633,Mature,1569,4.296,RB,1,1,8021,BrF,5875.21,NA,NA,5875.21,174,16/03/2020,2020,556,yes,TRUE,37268,FALSE,FALSE
Sample.7.341,5823,341,341,167,Major,2,10527,13944,X784068,RY/BX,617,15/09/2018,2018,25/09/2018,10,Faecal,Faecal,03/05/2019,0.0348,05/03/2012,0,11:02,302,Mature,2385,6.53,RB,25.1,617,8013,BrF,8004.97,NA,NA,8004.97,184,27/03/2023,2023,1654,no,TRUE,17830,FALSE,FALSE
Sample.70.344,6922,344,344,167,Major,2,10525,13945,Z691496,LW/VX,602,15/09/2018,2018,25/09/2018,10,Faecal,Faecal,22/02/2019,0.224,02/08/2018,0,16:12,612,Immature,44,0.12,G,47.2,602,8012,Immature,57427.76,NA,NA,57427.76,171,09/03/2019,2019,175,yes,FALSE,66603,FALSE,FALSE
Sample.71.241,6731,241,241,167,Major,2,10447,13864,Z691323,VX/WV,75,14/08/2018,2018,25/09/2018,42,Faecal,Faecal,22/02/2019,0.291,09/02/2017,1,15:01,541,Mature,551,1.509,RB,51.2,75,7987,AB,14017.36,NA,NA,14017.36,173,23/09/2019,2019,405,yes,FALSE,31878,FALSE,FALSE
Sample.72.362,6917,362,362,167,Major,2,10520,13943,Z691149,EG/MX,169,20/09/2018,2018,25/09/2018,5,Faecal,Faecal,08/03/2019,0.0228,19/09/2017,0,8:00,120,Mature,366,1.002,RB,112,169,8023,SEEN1,20983.14,NA,NA,20983.14,184,27/03/2023,2023,1649,no,TRUE,34103,FALSE,FALSE
Sample.73.194,6645,194,194,167,Major,2,10391,13775,Z691119,WG/EX,12,05/07/2018,2018,25/09/2018,82,Faecal,Faecal,12/04/2019,0.0696,26/02/2016,1,15:01,541,Mature,860,2.355,RB,7,12,8031,BrM,6716.88,NA,NA,6716.88,178,14/09/2022,2022,1532,yes,TRUE,41750,FALSE,FALSE
Sample.74.356b,6181,356,356b,167,Major,2,10515,13942,L921294,LB/OX,95,18/09/2018,2018,25/09/2018,7,Faecal,Faecal,03/05/2019,0.592,18/07/2013,0,11:15,315,Mature,1888,5.169,RB,64,95,8043,BrF,12566.71,NA,NA,12566.71,167,22/09/2018,2018,4,yes,TRUE,247729,FALSE,FALSE
Sample.75.317,6899,317,317,167,Major,2,NA,13966,Z691485,EO/VX,24,01/09/2018,2018,25/09/2018,24,Faecal,Faecal,22/03/2019,0.0528,14/07/2018,1,16:15,615,Immature,49,0.134,,1.3,739,8030,Immature,NA,12409.76,TQ is average from previous/next season of the same type,12409.76,167,22/09/2018,2018,21,yes,FALSE,36239,FALSE,FALSE
Sample.76.357,6914,357,357,167,Major,2,10510,13937,S115312,EN/BX,86,17/09/2018,2018,25/09/2018,8,Faecal,Faecal,16/05/2019,0.156,15/06/2018,1,15:24,564,Immature,94,0.257,G,58,86,8041,Immature,2099.71,NA,NA,2099.71,184,27/03/2023,2023,1652,no,TRUE,36799,FALSE,FALSE
Sample.77.229,6880,229,229,167,Major,2,10427,13822,Z691456,VV/YX,662,03/08/2018,2018,25/09/2018,53,Faecal,Faecal,22/03/2019,0.105,20/07/2018,1,8:45,165,Mature,14,0.038,G,137,662,7976,Immature,1368.03,NA,NA,1368.03,167,22/09/2018,2018,50,yes,TRUE,41239,FALSE,FALSE
Sample.78.310,6377,310,310,167,Major,2,10490,13909,X784171,RO/LX,134,06/09/2018,2018,25/09/2018,19,Faecal,Faecal,17/05/2019,0.042,17/08/2014,0,9:33,213,Mature,1481,4.055,RB,92,134,7958,BrF,5065.94,NA,NA,5065.94,174,16/03/2020,2020,557,yes,TRUE,9312,FALSE,FALSE
Sample.79.261,6888,261,261,167,Major,2,10437,13857,Z691469,GL/WX,618,23/08/2018,2018,25/09/2018,33,Faecal,Faecal,07/03/2019,0.228,22/11/2017,0,9:09,189,Mature,274,0.75,LB,35.1,618,8002,AB,9718.46,NA,NA,9718.46,173,23/09/2019,2019,396,yes,TRUE,125847,FALSE,FALSE
Sample.8.172,6857,172,172,167,Major,2,10382,13759,Z691435,GE/NX,2,24/06/2018,2018,25/09/2018,93,Faecal,Faecal,07/03/2019,0.468,07/02/2018,1,14:58,538,Immature,137,0.375,G,1.3,739,8030,ABX,NA,12409.76,TQ is average from previous/next season of the same type,12409.76,184,27/03/2023,2023,1737,no,TRUE,23030,FALSE,FALSE
Sample.80.236,6877,236,236,167,Major,2,10416,13817,Z691459,LL/MX,481,07/08/2018,2018,25/09/2018,49,Faecal,Faecal,16/05/2019,0.158,13/06/2018,1,9:15,195,Immature,55,0.151,G,133,481,7959,Immature,9981.79,NA,NA,9981.79,176,30/09/2021,2021,1150,yes,TRUE,88468,FALSE,FALSE
Sample.81.212,6854,212,212,167,Major,2,10406,13799,Z691430,OS/KX,75,17/07/2018,2018,25/09/2018,70,Faecal,Faecal,12/04/2019,0.0202,11/01/2018,1,10:52,292,Immature,187,0.512,G,51.2,75,7987,H,14017.36,NA,NA,14017.36,184,27/03/2023,2023,1714,no,TRUE,20335,FALSE,FALSE
Sample.82.211,6872,211,211,167,Major,2,10411,13799,Z691448,BO/OX,112,17/07/2018,2018,25/09/2018,70,Faecal,Faecal,13/02/2019,0.0218,16/10/2017,0,10:15,255,Mature,274,0.75,LB,78,112,8048,SEEN2,4890.59,NA,NA,4890.59,167,22/09/2018,2018,67,yes,FALSE,63739,FALSE,FALSE
Sample.83.325,6732,325,325,167,Major,2,10532,13950,Z691324,BN/YX,28,11/09/2018,2018,25/09/2018,14,Faecal,Faecal,12/04/2019,0.264,11/02/2017,1,11:36,336,Mature,577,1.58,RB,NA,NA,8068,FLOAT,NA,NA,NA,NA,171,09/03/2019,2019,179,yes,FALSE,53664,FALSE,FALSE
Sample.84.321,6927,321,321,167,Major,2,10540,13926,Z691488,AR/NX,479,10/09/2018,2018,25/09/2018,15,Faecal,Faecal,08/03/2019,0.17,14/07/2018,1,9:05,185,Immature,58,0.159,G,130,479,7984,Immature,17837.56,NA,NA,17837.56,171,09/03/2019,2019,180,yes,FALSE,40798,FALSE,FALSE
Sample.85.327b,6230,327,327b,167,Major,2,10530,13950,L921243,ER/EX,28,11/09/2018,2018,25/09/2018,14,Faecal,Faecal,05/04/2019,0.168,15/07/2014,1,11:04,304,Mature,1519,4.159,RB,22,28,8033,BrM,6682.6,NA,NA,6682.6,171,09/03/2019,2019,179,yes,FALSE,82826,FALSE,FALSE
Sample.86.11,6735,11,11,164,Major,2,10151,13518,Z691330,VO/NX,177,20/07/2017,2017,25/09/2017,67,Faecal,Faecal,26/01/2018,0.001,19/07/2016,0,15:25,565,Mature,366,1.002,RB,120,177,7772,H,32073.94,NA,NA,32073.94,184,27/03/2023,2023,2076,no,FALSE,26422,FALSE,FALSE
Sample.87.348,6913,348,348,167,Major,2,10507,13937,Z691498,/OX,96,17/09/2018,2018,25/09/2018,8,Faecal,Faecal,15/03/2019,0.0584,12/07/2018,1,9:14,194,Immature,67,0.183,G,65,96,7994,Immature,10233.73,NA,NA,10233.73,167,22/09/2018,2018,5,yes,TRUE,28794,FALSE,FALSE
Sample.88.233,5543,233,233,167,Major,2,10419,13820,V267501,GB/UX,71,04/08/2018,2018,25/09/2018,52,Faecal,Faecal,08/03/2019,0.134,05/08/2010,0,8:45,165,Mature,2921,7.997,RB,50,71,7988,BrF,17438.84,NA,NA,17438.84,184,27/03/2023,2023,1696,no,FALSE,39489,FALSE,FALSE
Sample.9.188,6645,188,188,167,Major,2,10391,13775,Z691119,WG/EX,12,05/07/2018,2018,25/09/2018,82,Faecal,Faecal,27/02/2019,0.0348,26/02/2016,1,15:01,541,Mature,860,2.355,RB,7,12,8031,BrM,6716.88,NA,NA,6716.88,178,14/09/2022,2022,1532,yes,TRUE,22922,FALSE,FALSE
Sample.90.219b,1762,219,219b,167,Major,2,10422,13794,P885903,BB/AX,15,22/07/2018,2018,25/09/2018,65,Faecal,Faecal,29/03/2019,0.0928,10/10/2002,1,16:30,630,Mature,5764,15.781,RB,10,15,8011,BrM,8842,NA,NA,8842,174,16/03/2020,2020,603,yes,TRUE,36091,FALSE,FALSE
Sample.91.288,6548,288,288,167,Major,2,10463,13885,X784184,LL/BX,50,31/08/2018,2018,25/09/2018,25,Faecal,Faecal,16/05/2019,0.0464,21/09/2015,1,11:35,335,Mature,1075,2.943,RB,34.5,50,8037,BrM,10646.86,NA,NA,10646.86,175,15/06/2021,2021,1019,yes,TRUE,48200,FALSE,FALSE
Sample.92.320,6900,320,320,167,Major,2,10487,13908,Z691487,NE/MX,15,07/09/2018,2018,25/09/2018,18,Faecal,Faecal,29/03/2019,0.0748,07/12/2017,1,17:10,670,Mature,274,0.75,LB,10,15,8011,ABX,8842,NA,NA,8842,184,27/03/2023,2023,1662,no,TRUE,33718,FALSE,FALSE
Sample.93.319,6215,319,319,167,Major,2,10479,13904,L921223,BY/SX,1,07/09/2018,2018,25/09/2018,18,Faecal,Faecal,05/04/2019,0.0604,22/05/2014,0,16:33,633,Mature,1569,4.296,RB,1,1,8021,BrF,5875.21,NA,NA,5875.21,174,16/03/2020,2020,556,yes,TRUE,21222,FALSE,FALSE
Sample.96.316,6901,316,316,167,Major,2,10488,13908,Z691486,EE/MX,1,07/09/2018,2018,25/09/2018,18,Faecal,Faecal,15/03/2019,0.0992,14/07/2018,0,15:30,570,Immature,55,0.151,G,1,1,8021,Immature,5875.21,NA,NA,5875.21,173,23/09/2019,2019,381,yes,FALSE,30950,FALSE,FALSE
Sample.97.175,6860,175,175,167,Major,2,10385,13762,Z691436,GW/SX,173,29/06/2018,2018,25/09/2018,88,Faecal,Faecal,22/03/2019,0.0176,12/02/2018,1,16:55,655,Immature,137,0.375,G,116,173,8001,ABX,20325.88,NA,NA,20325.88,184,27/03/2023,2023,1732,no,TRUE,48492,FALSE,FALSE
Sample.98.252,6879,252,252,167,Major,2,10457,13873,Z691457,NE/SX,64,21/08/2018,2018,25/09/2018,35,Faecal,Faecal,03/05/2019,0.183,10/06/2018,0,10:36,276,Mature,72,0.197,LB,50,71,7988,AB,17438.84,NA,NA,17438.84,184,27/03/2023,2023,1679,no,TRUE,53642,FALSE,FALSE
Sample.99.364,6919,364,364,167,Major,2,10522,13943,Z691152,LV/SX,618,20/09/2018,2018,25/09/2018,5,Faecal,Faecal,11/04/2019,0.123,17/07/2018,0,15:10,550,Immature,65,0.178,G,35.1,618,8002,Immature,9718.46,NA,NA,9718.46,184,27/03/2023,2023,1649,no,FALSE,36776,FALSE,FALSE
Sample.141.337,6908,337,337,167,Major,3,10496,13933,Z691491,NO/MX,134,13/09/2018,2018,25/09/2018,12,Faecal,Faecal,08/03/2019,0.153,13/12/2017,1,11:29,329,Mature,274,0.75,LB,92,134,7958,AB,5065.94,NA,NA,5065.94,167,22/09/2018,2018,9,yes,TRUE,50684,FALSE,FALSE
Sample.142.285,6036,285,285,167,Major,3,10464,13886,L921059,NB/YX,618,31/08/2018,2018,25/09/2018,25,Faecal,Faecal,08/03/2019,0.0588,27/12/2012,0,11:30,330,Mature,2073,5.676,RB,35.1,618,8002,BrF,9718.46,NA,NA,9718.46,176,30/09/2021,2021,1126,yes,TRUE,56556,FALSE,FALSE
Sample.143.217,5621,217,217,167,Major,3,10421,13794,V267542,YY/UX,172,22/07/2018,2018,25/09/2018,65,Faecal,Faecal,03/05/2019,0.0268,02/11/2010,0,14:43,523,Mature,2819,7.718,RB,123,172,8054,BrF,5998.7,NA,NA,5998.7,176,30/09/2021,2021,1166,yes,TRUE,28070,FALSE,FALSE
Sample.144.264,6892,264,264,167,Major,3,10442,13861,Z691471,WG/MX,60,24/08/2018,2018,25/09/2018,32,Faecal,Faecal,22/03/2019,0.102,09/04/2018,1,16:01,601,Immature,137,0.375,G,43,60,8009,Immature,15580.78,NA,NA,15580.78,184,27/03/2023,2023,1676,no,FALSE,39023,FALSE,FALSE
Sample.145.250,6884,250,250,167,Major,3,10433,13853,Z691466,NE/OX,47,21/08/2018,2018,25/09/2018,35,Faecal,Faecal,29/03/2019,0.239,20/11/2017,1,8:38,158,Mature,274,0.75,LB,33,47,8036,ABX,19716.62,NA,NA,19716.62,174,16/03/2020,2020,573,yes,FALSE,125667,FALSE,FALSE
Sample.146.324,6548,324,324,167,Major,3,10529,13929,X784184,LL/BX,50,10/09/2018,2018,25/09/2018,15,Faecal,Faecal,16/05/2019,4.88,21/09/2015,1,9:45,225,Mature,1085,2.971,RB,34.5,50,8037,BrM,10646.86,NA,NA,10646.86,175,15/06/2021,2021,1009,yes,TRUE,60504,FALSE,FALSE
Sample.147.167,5635,167,167,166,Minor,3,10375,13751,V267591,YV/KX,20,08/03/2018,2018,03/04/2018,26,Faecal,Faecal,05/04/2019,0.0732,16/12/2010,0,12:07,367,Mature,2639,7.225,RB,133,481,7949,BrF,59331.8,NA,NA,59331.8,174,16/03/2020,2020,739,yes,TRUE,43066,FALSE,FALSE
Sample.148.248,6886,248,248,167,Major,3,10435,13855,Z691465,YV/MX,58,20/08/2018,2018,25/09/2018,36,Faecal,Faecal,12/04/2019,0.0206,06/08/2018,1,15:38,578,Mature,14,0.038,G,41.1,58,7968,Immature,14080.49,NA,NA,14080.49,174,16/03/2020,2020,574,yes,FALSE,70068,FALSE,FALSE
Sample.149.333,6926,333,333,167,Major,3,10539,13934,Z691490,EG/XZ,20,12/09/2018,2018,25/09/2018,13,Faecal,Faecal,22/03/2019,0.312,26/07/2018,0,10:40,280,Immature,48,0.131,G,15,20,7980,Immature,14268.5,NA,NA,14268.5,176,30/09/2021,2021,1114,yes,FALSE,52390,FALSE,FALSE
Sample.150.165,6272,165,165,166,Minor,3,10368,13747,L921241,LR/EX,637,06/03/2018,2018,03/04/2018,28,Faecal,Faecal,13/02/2019,0.04,14/07/2014,0,9:35,215,Mature,1331,3.644,RB,55.1,637,7906,BrF,73464.92,NA,NA,73464.92,175,15/06/2021,2021,1197,yes,FALSE,40042,FALSE,FALSE
Sample.151.301,6732,301,301,167,Major,3,10469,13899,Z691324,BN/YX,64,04/09/2018,2018,25/09/2018,21,Faecal,Faecal,05/04/2019,0.357,11/02/2017,1,17:05,665,Mature,570,1.561,RB,NA,NA,8068,FLOAT,NA,NA,NA,NA,171,09/03/2019,2019,186,yes,FALSE,150299,FALSE,FALSE
Sample.152.141,6833,141,141,166,Minor,3,10307,13710,Z691409,BO/MX,616,12/02/2018,2018,03/04/2018,50,Faecal,Faecal,08/03/2019,0.716,19/12/2017,0,15:42,582,Immature,55,0.151,G,1.2,616,7867,Immature,NA,5418.45,TQ is average from previous/next season of the same type,5418.45,176,30/09/2021,2021,1326,yes,TRUE,65496,FALSE,FALSE
Sample.154.268,6897,268,268,167,Major,3,10459,13875,Z691473,VL/EX,738,27/08/2018,2018,25/09/2018,29,Faecal,Faecal,29/03/2019,0.185,26/11/2017,1,9:32,212,Mature,274,0.75,LB,140,738,8057,ABX,12291.88,NA,NA,12291.88,173,23/09/2019,2019,392,yes,FALSE,53284,FALSE,FALSE
Sample.156.271,6032,271,271,167,Major,3,10454,13871,L921056,WL/KX,99,27/08/2018,2018,25/09/2018,29,Faecal,Faecal,03/05/2019,0.0524,15/12/2012,1,11:48,348,Mature,2081,5.697,RB,67,99,8063,BrM,7201.9,NA,NA,7201.9,167,22/09/2018,2018,26,yes,TRUE,55736,FALSE,FALSE
Sample.157.330b,6894,330,330b,167,Major,3,10500,13934,Z691460,EO/SX,8,12/09/2018,2018,25/09/2018,13,Faecal,Faecal,07/03/2019,0.0368,25/03/2018,1,8:41,161,Mature,171,0.468,LB,123,172,8054,Immature,5998.7,NA,NA,5998.7,176,30/09/2021,2021,1114,yes,FALSE,17187,FALSE,FALSE
Sample.158.289,6905,289,289,167,Major,3,10493,13910,Z691476,NY/MX,407,01/09/2018,2018,25/09/2018,24,Faecal,Faecal,12/04/2019,0.229,16/07/2018,0,9:19,199,Immature,47,0.129,G,126,407,8055,Immature,7117.39,NA,NA,7117.39,184,27/03/2023,2023,1668,no,FALSE,48655,FALSE,FALSE
Sample.159.201,6865,201,201,167,Major,3,10396,13776,Z691447,VE/SX,43,07/07/2018,2018,25/09/2018,80,Faecal,Faecal,16/05/2019,0.171,13/05/2018,1,15:44,584,Immature,55,0.151,G,30.2,43,7961,H,11059.07,NA,NA,11059.07,184,27/03/2023,2023,1724,no,FALSE,57680,FALSE,FALSE
Sample.160.361,6916,361,361,167,Major,3,10519,13943,Z691150,EN/MX,169,20/09/2018,2018,25/09/2018,5,Faecal,Faecal,22/02/2019,0.167,27/07/2018,0,9:10,190,Immature,55,0.151,G,112,169,8023,Immature,20983.14,NA,NA,20983.14,174,16/03/2020,2020,543,yes,FALSE,138333,FALSE,FALSE
Sample.162.282,6699,282,282,167,Major,3,10472,13900,Z691400,YW/NX,128,04/09/2018,2018,25/09/2018,21,Faecal,Faecal,12/04/2019,0.223,27/01/2017,0,10:05,245,Mature,585,1.602,RB,87.1,128,7997,H,19708.4,NA,NA,19708.4,178,14/09/2022,2022,1471,yes,FALSE,52389,FALSE,FALSE
Sample.164.249,5547,249,249,167,Major,3,10460,13876,V267512,GL/UX,100,20/08/2018,2018,25/09/2018,36,Faecal,Faecal,22/03/2019,0.08,14/08/2010,1,9:55,235,Mature,2928,8.016,RB,68,100,7992,BrM,4398.15,NA,NA,4398.15,171,09/03/2019,2019,201,yes,FALSE,30478,FALSE,FALSE
Sample.165.164b,6195,164,164b,166,Minor,3,10365,13744,L921204,RW/XZ,105,05/03/2018,2018,03/04/2018,29,Faecal,Faecal,29/03/2019,0.219,22/06/2014,0,12:06,366,Mature,1352,3.702,RB,73,105,7918,BrF,39827.26,NA,NA,39827.26,184,27/03/2023,2023,1848,no,FALSE,51905,FALSE,FALSE
Sample.166.354,6546,354,354,167,Major,3,10516,13942,X784182,WW/LX,39,18/09/2018,2018,25/09/2018,7,Faecal,Faecal,08/03/2019,0.134,20/09/2015,0,15:15,555,Mature,1094,2.995,RB,28.1,39,7967,BrF,3979.29,NA,NA,3979.29,173,23/09/2019,2019,370,yes,TRUE,43306,FALSE,FALSE
Sample.167.143,6844,143,143,166,Minor,3,10328,13726,Z691419,YN/MX,116,22/02/2018,2018,03/04/2018,40,Faecal,Faecal,03/05/2019,0.0884,08/10/2017,1,8:27,147,Immature,137,0.375,LB,81,116,7926,ABX,47432.22,NA,NA,47432.22,178,14/09/2022,2022,1665,yes,TRUE,64148,FALSE,FALSE
Sample.168.228,6882,228,228,167,Major,3,10430,13825,Z691455,LV/WX,738,02/08/2018,2018,25/09/2018,54,Faecal,Faecal,15/03/2019,0.145,08/06/2018,0,11:00,300,Immature,55,0.151,G,140,738,8057,Immature,12291.88,NA,NA,12291.88,184,27/03/2023,2023,1698,no,TRUE,52949,FALSE,FALSE
Sample.169.351,3089,351,351,167,Major,3,10511,13938,R737738,EL/YX,86,17/09/2018,2018,25/09/2018,8,Faecal,Faecal,05/04/2019,0.106,04/11/2004,1,15:45,585,Mature,5065,13.867,RB,58,86,8041,BrM,2099.71,NA,NA,2099.71,174,16/03/2020,2020,546,yes,FALSE,37303,FALSE,FALSE
Sample.170.208,6887,208,208,167,Major,3,10436,13856,Z691463,GN/GX,637,17/08/2018,2018,25/09/2018,39,Faecal,Faecal,11/04/2019,0.196,16/11/2017,1,8:12,132,Mature,274,0.75,LB,55.1,637,7977,ABX,9740.73,NA,NA,9740.73,178,14/09/2022,2022,1489,yes,FALSE,59366,FALSE,FALSE
Sample.171.353,6773,353,353,167,Major,3,10512,13940,Z691367,YL/WX,137,18/09/2018,2018,25/09/2018,7,Faecal,Faecal,29/03/2019,0.114,08/12/2016,0,10:14,254,Mature,649,1.777,RB,93,137,7973,BrF,4368.94,NA,NA,4368.94,173,23/09/2019,2019,370,yes,TRUE,63962,FALSE,FALSE
Sample.172.206,6895,206,206,167,Major,3,10451,13868,Z691461,OE/MX,15,09/08/2018,2018,25/09/2018,47,Faecal,Faecal,27/02/2019,0.138,08/11/2017,1,16:45,645,Mature,274,0.75,LB,10,15,8011,ABX,8842,NA,NA,8842,176,30/09/2021,2021,1148,yes,FALSE,139768,FALSE,FALSE
Sample.173.190,6863,190,190,167,Major,3,10394,13774,Z691446,YO/MX,746,04/07/2018,2018,25/09/2018,83,Faecal,Faecal,13/02/2019,0.001,10/05/2018,1,9:25,205,Immature,55,0.151,G,141,746,8058,Immature,9220.5,NA,NA,9220.5,174,16/03/2020,2020,621,yes,TRUE,27903,FALSE,FALSE
Sample.174.216,5621,216,216,167,Major,3,10421,13794,V267542,YY/UX,172,22/07/2018,2018,25/09/2018,65,Faecal,Faecal,03/05/2019,0.0376,02/11/2010,0,14:43,523,Mature,2819,7.718,RB,123,172,8054,BrF,5998.7,NA,NA,5998.7,176,30/09/2021,2021,1166,yes,TRUE,51124,FALSE,FALSE
Sample.175.327,6230,327,327,167,Major,3,10530,13950,L921243,ER/EX,28,11/09/2018,2018,25/09/2018,14,Faecal,Faecal,05/04/2019,0.168,15/07/2014,1,11:04,304,Mature,1519,4.159,RB,22,28,8033,BrM,6682.6,NA,NA,6682.6,171,09/03/2019,2019,179,yes,FALSE,89386,FALSE,FALSE
Sample.176.214,6876,214,214,167,Major,3,10415,13801,Z691451,LE/OX,55,25/07/2018,2018,25/09/2018,62,Faecal,Faecal,29/03/2019,0.0568,10/03/2018,0,9:09,189,Immature,137,0.375,G,39,55,7999,ABX,16000.94,NA,NA,16000.94,171,09/03/2019,2019,227,yes,FALSE,78349,FALSE,FALSE
Sample.178.248b,6886,248,248b,167,Major,3,10435,13855,Z691465,YV/MX,58,20/08/2018,2018,25/09/2018,36,Faecal,Faecal,12/04/2019,0.0206,06/08/2018,1,15:38,578,Mature,14,0.038,G,41.1,58,7968,Immature,14080.49,NA,NA,14080.49,174,16/03/2020,2020,574,yes,FALSE,120021,FALSE,FALSE
Sample.179.137b,6831,137,137b,166,Minor,3,10304,13709,Z691407,NV/MX,172,10/02/2018,2018,03/04/2018,52,Faecal,Faecal,22/03/2019,0.0198,26/09/2017,1,16:45,645,Immature,137,0.375,G,123,172,7945,Immature,7169.79,NA,NA,7169.79,176,30/09/2021,2021,1328,yes,TRUE,52195,FALSE,FALSE
Sample.180.360,6670,360,360,167,Major,3,10514,13941,Z691128,LW/YX,169,19/09/2018,2018,25/09/2018,6,Faecal,Faecal,16/05/2019,11,30/11/2015,0,9:38,218,Mature,1024,2.804,RB,112,169,8023,BrF,20983.14,NA,NA,20983.14,184,27/03/2023,2023,1650,no,FALSE,47566,FALSE,FALSE
Sample.181.235,6556,235,235,167,Major,3,10420,13818,X784192,YG/EX,617,04/08/2018,2018,25/09/2018,52,Faecal,Faecal,03/05/2019,0.266,12/05/2015,1,11:10,310,Mature,1180,3.231,RB,25.1,617,8013,BrM,8004.97,NA,NA,8004.97,167,22/09/2018,2018,49,yes,TRUE,74337,FALSE,FALSE
Sample.183.361b,6916,361,361b,167,Major,3,10519,13943,Z691150,EN/MX,169,20/09/2018,2018,25/09/2018,5,Faecal,Faecal,22/02/2019,0.167,27/07/2018,0,9:10,190,Immature,55,0.151,G,112,169,8023,Immature,20983.14,NA,NA,20983.14,174,16/03/2020,2020,543,yes,FALSE,68999,FALSE,FALSE
Sample.184.258b,6733,258,258b,167,Major,3,10456,13872,Z691328,VY/YX,24,22/08/2018,2018,25/09/2018,34,Faecal,Faecal,22/02/2019,0.0916,17/05/2017,0,8:36,156,Mature,462,1.265,RB,126,407,8055,H,7117.39,NA,NA,7117.39,178,14/09/2022,2022,1484,yes,FALSE,54800,FALSE,FALSE
Sample.185.244,6261,244,244,167,Major,3,10462,13878,Z691429,GR/XL,63,15/08/2018,2018,25/09/2018,41,Faecal,Faecal,11/04/2019,0.0508,28/07/2014,1,12:05,365,Mature,1479,4.049,RB,46.1,64,7985,BrM,8147.51,NA,NA,8147.51,177,18/03/2022,2022,1311,yes,FALSE,43959,FALSE,FALSE
Sample.188.313,6902,313,313,167,Major,3,10489,13904,Z691484,WV/SX,140,07/09/2018,2018,25/09/2018,18,Faecal,Faecal,27/02/2019,0.307,07/12/2017,0,11:47,347,Mature,274,0.75,LB,94.2,140,8029,BrF,9349.68,NA,NA,9349.68,175,15/06/2021,2021,1012,yes,TRUE,48821,FALSE,FALSE
Sample.189.137,6831,137,137,166,Minor,3,10304,13709,Z691407,NV/MX,172,10/02/2018,2018,03/04/2018,52,Faecal,Faecal,22/03/2019,0.0198,26/09/2017,1,16:45,645,Immature,137,0.375,G,123,172,7945,Immature,7169.79,NA,NA,7169.79,176,30/09/2021,2021,1328,yes,TRUE,77574,FALSE,FALSE
Sample.190.240,6879,240,240,167,Major,3,10418,13819,Z691457,NE/SX,71,04/08/2018,2018,25/09/2018,52,Faecal,Faecal,05/04/2019,0.167,10/06/2018,0,9:30,210,Immature,55,0.151,G,50,71,7988,AB,17438.84,NA,NA,17438.84,184,27/03/2023,2023,1696,no,TRUE,147985,FALSE,FALSE
Sample.191.219,1762,219,219,167,Major,3,10422,13794,P885903,BB/AX,15,22/07/2018,2018,25/09/2018,65,Faecal,Faecal,29/03/2019,0.0928,10/10/2002,1,16:30,630,Mature,5764,15.781,RB,10,15,8011,BrM,8842,NA,NA,8842,174,16/03/2020,2020,603,yes,TRUE,62925,FALSE,FALSE
Sample.192.339,6907,339,339,167,Major,3,10495,13932,Z691492,EW/WX,160,13/09/2018,2018,25/09/2018,12,Faecal,Faecal,03/05/2019,0.0872,20/07/2018,0,11:29,329,Immature,55,0.151,G,104,160,8022,Immature,5894.06,NA,NA,5894.06,167,22/09/2018,2018,9,yes,TRUE,47276,FALSE,FALSE
